timestamp,task_id,subtask_id,user_id,action,outcome,detail,command,version,input
2026-09-21T13:22:39.553Z,P0001,,38179254,claim_encoding,accepted,,campaign.claimTask,1,"{""task_id"":""P0001""}"
2026-09-21T14:07:09.086Z,P0001,,38179254,submit_encoding,accepted,,campaign.submitOmrLayout,2,"{""task_id"":""P0001"",""staves"":24,""measures"":150,""systems"":20,""movements"":1}"
2026-09-21T14:17:18.571Z,P0001,S0001,297915765,claim_validation,accepted,,campaign.claimValidation,1,"{""task_id"":""P0001"",""subtask_id"":""S0001""}"
2026-09-21T14:19:03.565Z,P0001,S0001,297915765,submit_validation,accepted,pass,campaign.submitValidation,2,"{""task_id"":""P0001"",""subtask_id"":""S0001"",""verdict"":""pass""}"
2026-09-21T14:20:20.670Z,P0002,,297915765,claim_encoding,accepted,,campaign.claimTask,1,"{""task_id"":""P0002""}"
2026-09-21T14:32:51.186Z,P0002,,297915765,submit_encoding,accepted,,campaign.submitScoreSetup,1,"{""task_id"":""P0002"",""staves"":2,""groups"":0,""keysig"":""1s"",""meter"":""2/4""}"
2026-09-21T14:35:38.420Z,P0002,S0001,38179254,claim_validation,accepted,,campaign.claimValidation,1,"{""task_id"":""P0002"",""subtask_id"":""S0001""}"
2026-09-21T14:36:16.989Z,P0002,S0001,38179254,submit_validation,accepted,pass,campaign.submitValidation,2,"{""task_id"":""P0002"",""subtask_id"":""S0001"",""verdict"":""pass""}"
2026-09-21T14:37:13.107Z,T0001,,38179254,claim_encoding,accepted,,campaign.openEditor,1,"{""task_id"":""T0001""}"
2026-09-21T14:42:06.906Z,T0001,,38179254,submit_encoding,accepted,,campaign.submitEncoding,1,"{""task_id"":""T0001""}"
2026-09-21T14:46:19.914Z,T0001,S0001,297915765,claim_validation,accepted,,campaign.claimValidation,1,"{""task_id"":""T0001"",""subtask_id"":""S0001""}"
2026-09-21T19:06:40.115Z,T0001,S0001,297915765,reap,released,validation,,,
